FrameSync,DateTime (UTC-07:00),Temperature (Celsius),Conductivity (uS/cm),Pressure (Decibar),Oxygen (mg/L),pH (pH),Chlorophyll (ug/l),Turbidity (NTU),Chlorophyll StdDev (ug/l),Turbidity StdDev (NTU),Salinity (psu),Sound Velocity (m/sec),Spec Conductivity (uS/cm),Oxygen Sat (%),Date,Time (UTC-07:00),Sample Number,Event Flags
HCEP03730715,07/15/2024 17:00:00,  21.5268,  46142.9,    0.773,  6.318,8.52,7.652,2266.348,0.02,4.85,  32.3671, 1522.720,  49587.4,    86.48, 15 Jul 2024, 17:00:00, 724, 0
HCEP03730715,07/15/2024 18:00:00,  21.5395,  46158.6,    0.767,  6.298,8.52,7.652,2262.374,0.02,5.20,  32.3699, 1522.757,  49590.8,    86.22, 15 Jul 2024, 18:00:00, 725, 0
HCEP03730715,07/15/2024 19:00:00,  21.5487,  46170.4,    0.762,  6.291,8.52,7.620,2262.708,0.02,6.33,  32.3723, 1522.784,  49593.7,    86.14, 15 Jul 2024, 19:00:00, 726, 0
HCEP03730715,07/15/2024 20:00:00,  21.5564,  46181.0,    0.760,  6.254,8.51,7.631,2261.783,0.02,5.37,  32.3748, 1522.808,  49596.8,    85.65, 15 Jul 2024, 20:00:00, 727, 0
HCEP03730715,07/15/2024 21:00:00,  21.5635,  46190.9,    0.757,  6.243,8.51,7.606,2262.522,0.02,6.09,  32.3772, 1522.830,  49599.8,    85.52, 15 Jul 2024, 21:00:00, 728, 0
HCEP03730715,07/15/2024 22:00:00,  21.5611,  46192.1,    0.760,  6.234,8.51,7.607,2257.852,0.03,7.16,  32.3800, 1522.826,  49603.8,    85.39, 15 Jul 2024, 22:00:00, 729, 0
HCEP03730715,07/15/2024 23:00:00,  21.5494,  46184.2,    0.758,  6.227,8.51,7.578,2258.900,0.02,4.13,  32.3826, 1522.798,  49607.8,    85.28, 15 Jul 2024, 23:00:00, 730, 0
HCEP03730715,07/16/2024 00:00:00,  21.5332,  46173.3,    0.754,  6.179,8.50,7.595,2258.383,0.02,3.84,  32.3861, 1522.758,  49613.2,    84.60, 16 Jul 2024, 00:00:00, 731, 0
HCEP03730715,07/16/2024 01:00:00,  21.5141,  46159.0,    0.754,  6.195,8.50,7.570,2256.353,0.02,4.06,  32.3893, 1522.711,  49618.3,    84.79, 16 Jul 2024, 01:00:00, 732, 0
HCEP03730715,07/16/2024 02:00:00,  21.4962,  46145.4,    0.752,  6.171,8.50,7.584,2257.258,0.02,3.99,  32.3921, 1522.666,  49622.8,    84.44, 16 Jul 2024, 02:00:00, 733, 0
HCEP03730715,07/16/2024 03:00:00,  21.4779,  46131.8,    0.751,  6.183,8.50,7.569,2262.799,0.02,5.53,  32.3953, 1522.620,  49627.8,    84.58, 16 Jul 2024, 03:00:00, 734, 0
HCEP03730715,07/16/2024 04:00:00,  21.4620,  46120.1,    0.754,  6.161,8.49,7.564,2255.781,0.02,4.47,  32.3980, 1522.581,  49632.1,    84.24, 16 Jul 2024, 04:00:00, 735, 0
HCEP03730715,07/16/2024 05:00:00,  21.4410,  46103.9,    0.754,  6.175,8.49,7.539,2257.128,0.02,3.16,  32.4011, 1522.528,  49637.1,    84.41, 16 Jul 2024, 05:00:00, 736, 0
HCEP03730715,07/16/2024 06:00:00,  21.4202,  46087.9,    0.753,  6.127,8.49,7.560,2256.722,0.02,3.52,  32.4042, 1522.475,  49642.1,    83.73, 16 Jul 2024, 06:00:00, 737, 0
HCEP03730715,07/16/2024 07:00:00,  21.4015,  46074.5,    0.753,  6.135,8.49,7.526,2256.297,0.02,2.87,  32.4078, 1522.429,  49647.7,    83.81, 16 Jul 2024, 07:00:00, 738, 0
HCEP03730715,07/16/2024 08:00:00,  21.3824,  46059.7,    0.754,  6.119,8.49,7.541,2256.390,0.02,3.60,  32.4105, 1522.381,  49652.2,    83.56, 16 Jul 2024, 08:00:00, 739, 0
HCEP03730715,07/16/2024 09:00:00,  21.3689,  46050.5,    0.754,  6.123,8.48,7.514,2252.922,0.02,3.34,  32.4134, 1522.348,  49656.7,    83.60, 16 Jul 2024, 09:00:00, 740, 0
HCEP03730715,07/16/2024 10:00:00,  21.3657,  46051.0,    0.755,  6.128,8.48,7.588,2335.935,0.02,3.68,  32.4162, 1522.342,  49660.6,    83.66, 16 Jul 2024, 10:00:00, 741, 0
HCEP03730715,07/16/2024 11:00:00,  21.3667,  46055.3,    0.750,  6.134,8.48,7.560,2335.710,0.02,2.66,  32.4189, 1522.348,  49664.3,    83.75, 16 Jul 2024, 11:00:00, 742, 0
HCEP03730715,07/16/2024 12:00:00,  21.3723,  46063.9,    0.747,  6.087,8.48,7.586,2336.592,0.02,3.99,  32.4214, 1522.366,  49667.4,    83.11, 16 Jul 2024, 12:00:00, 743, 0
HCEP03730715,07/16/2024 13:00:00,  21.3851,  46079.8,    0.743,  6.094,8.47,7.553,2359.221,0.02,3.34,  32.4243, 1522.403,  49670.9,    83.23, 16 Jul 2024, 13:00:00, 744, 0
HCEP03730715,07/16/2024 14:00:00,  21.4017,  46099.3,    0.735,  6.064,8.47,7.569,2354.797,0.02,3.76,  32.4271, 1522.451,  49674.2,    82.85, 16 Jul 2024, 14:00:00, 745, 0
HCEP03730715,07/16/2024 15:00:00,  21.4254,  46124.0,    0.730,  6.074,8.47,7.540,2354.572,0.02,3.68,  32.4287, 1522.516,  49675.4,    83.01, 16 Jul 2024, 15:00:00, 746, 0
HCEP03730715,07/16/2024 16:00:00,  21.4554,  46155.7,    0.725,  6.068,8.47,7.551,2347.519,0.02,4.06,  32.4309, 1522.599,  49677.4,    82.99, 16 Jul 2024, 16:00:00, 747, 0
HCEP03730715,07/16/2024 17:00:00,  21.4872,  46188.0,    0.720,  6.037,8.46,7.519,2346.749,0.02,5.03,  32.4324, 1522.685,  49678.2,    82.60, 16 Jul 2024, 17:00:00, 748, 0
HCEP03730715,07/16/2024 18:00:00,  21.5203,  46222.7,    0.714,  6.047,8.46,7.537,2344.325,0.02,4.67,  32.4347, 1522.777,  49680.2,    82.80, 16 Jul 2024, 18:00:00, 749, 0
HCEP03730715,07/16/2024 19:00:00,  21.5524,  46255.4,    0.711,  6.027,8.46,7.505,2342.992,0.02,5.15,  32.4362, 1522.864,  49681.0,    82.57, 16 Jul 2024, 19:00:00, 750, 0
HCEP03730715,07/16/2024 20:00:00,  21.5800,  46284.7,    0.709,  5.995,8.45,7.519,2341.509,0.02,5.69,  32.4384, 1522.940,  49683.0,    82.18, 16 Jul 2024, 20:00:00, 751, 0
HCEP03730715,07/16/2024 21:00:00,  21.6012,  46307.6,    0.709,  6.021,8.45,7.483,2338.394,0.02,4.79,  32.4404, 1522.999,  49685.0,    82.56, 16 Jul 2024, 21:00:00, 752, 0
HCEP03730715,07/16/2024 22:00:00,  21.6169,  46325.8,    0.712,  6.009,8.45,7.507,2338.733,0.02,6.28,  32.4429, 1523.044,  49687.8,    82.42, 16 Jul 2024, 22:00:00, 753, 0
HCEP03730715,07/16/2024 23:00:00,  21.6286,  46339.7,    0.710,  6.010,8.45,7.482,2338.058,0.02,6.60,  32.4449, 1523.077,  49690.1,    82.45, 16 Jul 2024, 23:00:00, 754, 0
HCEP03730715,07/17/2024 00:00:00,  21.6372,  46350.8,    0.709,  6.009,8.44,7.491,2335.563,0.02,6.18,  32.4472, 1523.103,  49693.0,    82.45, 17 Jul 2024, 00:00:00, 755, 0
HCEP03730715,07/17/2024 01:00:00,  21.6424,  46359.9,    0.709,  6.013,8.44,7.456,2332.638,0.02,5.53,  32.4504, 1523.120,  49697.2,    82.52, 17 Jul 2024, 01:00:00, 756, 0
HCEP03730715,07/17/2024 02:00:00,  21.6472,  46367.8,    0.710,  6.004,8.44,7.475,2331.758,0.02,5.53,  32.4529, 1523.136,  49700.5,    82.41, 17 Jul 2024, 02:00:00, 757, 0
HCEP03730715,07/17/2024 03:00:00,  21.6543,  46377.2,    0.712,  6.035,8.44,7.453,2331.983,0.02,5.58,  32.4550, 1523.157,  49703.1,    82.85, 17 Jul 2024, 03:00:00, 758, 0
HCEP03730715,07/17/2024 04:00:00,  21.6577,  46383.2,    0.715,  6.031,8.43,7.464,2332.245,0.02,5.79,  32.4571, 1523.169,  49705.8,    82.78, 17 Jul 2024, 04:00:00, 759, 0
HCEP03730715,07/17/2024 05:00:00,  21.6538,  46383.2,    0.715,  6.039,8.43,7.435,2331.327,0.02,5.69,  32.4600, 1523.161,  49709.9,    82.90, 17 Jul 2024, 05:00:00, 760, 0
HCEP03730715,07/17/2024 06:00:00,  21.6478,  46380.7,    0.721,  6.037,8.43,7.449,2326.496,0.02,5.74,  32.4626, 1523.148,  49713.7,    82.86, 17 Jul 2024, 06:00:00, 761, 0
HCEP03730715,07/17/2024 07:00:00,  21.6461,  46382.3,    0.725,  6.028,8.43,7.410,2323.296,0.02,5.31,  32.4651, 1523.147,  49717.2,    82.74, 17 Jul 2024, 07:00:00, 762, 0
HCEP03730715,07/17/2024 08:00:00,  21.6500,  46389.4,    0.728,  6.067,8.42,7.437,2329.136,0.02,6.23,  32.4678, 1523.160,  49720.7,    83.28, 17 Jul 2024, 08:00:00, 763, 0
HCEP03730715,07/17/2024 09:00:00,  21.6588,  46400.8,    0.728,  6.053,8.42,7.407,2322.547,0.02,4.79,  32.4700, 1523.186,  49723.4,    83.10, 17 Jul 2024, 09:00:00, 764, 0
HCEP03730715,07/17/2024 10:00:00,  21.6659,  46410.6,    0.729,  6.080,8.42,7.429,2323.558,0.02,4.91,  32.4724, 1523.208,  49726.5,    83.48, 17 Jul 2024, 10:00:00, 765, 0
HCEP03730715,07/17/2024 11:00:00,  21.6807,  46427.5,    0.733,  6.074,8.42,7.407,2323.933,0.02,6.23,  32.4745, 1523.249,  49728.9,    83.42, 17 Jul 2024, 11:00:00, 766, 0
HCEP03730715,07/17/2024 12:00:00,  21.6951,  46444.6,    0.728,  6.081,8.41,7.424,2322.959,0.02,5.69,  32.4770, 1523.290,  49731.8,    83.54, 17 Jul 2024, 12:00:00, 767, 0
HCEP03730715,07/17/2024 13:00:00,  21.7069,  46451.1,    0.731,  6.084,8.41,7.397,2314.625,0.02,5.79,  32.4733, 1523.318,  49726.2,    83.59, 17 Jul 2024, 13:00:00, 768, 0
HCEP03730715,07/17/2024 14:00:00,  21.7278,  46472.7,    0.729,  6.083,8.41,7.419,2320.604,0.02,6.46,  32.4745, 1523.375,  49727.1,    83.61, 17 Jul 2024, 14:00:00, 769, 0
HCEP03730715,07/17/2024 15:00:00,  21.7598,  46506.1,    0.727,  6.129,8.41,7.384,2310.238,0.02,4.85,  32.4764, 1523.462,  49728.6,    84.29, 17 Jul 2024, 15:00:00, 770, 0
HCEP03730715,07/17/2024 16:00:00,  21.7793,  46527.5,    0.727,  6.114,8.40,7.411,2316.717,0.02,6.33,  32.4786, 1523.516,  49731.0,    84.13, 17 Jul 2024, 16:00:00, 771, 0
HCEP03730715,07/17/2024 17:00:00,  21.8017,  46552.1,    0.726,  6.103,8.40,7.375,2311.508,0.02,6.18,  32.4809, 1523.578,  49733.4,    84.01, 17 Jul 2024, 17:00:00, 772, 0
HCEP03730715,07/17/2024 18:00:00,  21.8326,  46584.3,    0.727,  6.100,8.40,7.392,2310.743,0.02,6.28,  32.4829, 1523.663,  49734.9,    84.01, 17 Jul 2024, 18:00:00, 773, 0
HCEP03730715,07/17/2024 19:00:00,  21.8578,  46610.9,    0.726,  6.095,8.40,7.357,2308.225,0.02,6.64,  32.4847, 1523.731,  49736.6,    83.99, 17 Jul 2024, 19:00:00, 774, 0
HCEP03730715,07/17/2024 20:00:00,  21.8736,  46629.5,    0.728,  6.104,8.39,7.371,2307.647,0.02,6.42,  32.4873, 1523.776,  49739.6,    84.14, 17 Jul 2024, 20:00:00, 775, 0
HCEP03730715,07/17/2024 21:00:00,  21.8859,  46644.2,    0.734,  6.114,8.39,7.329,2303.174,0.02,6.33,  32.4896, 1523.811,  49742.3,    84.28, 17 Jul 2024, 21:00:00, 776, 0
HCEP03730715,07/17/2024 22:00:00,  21.8942,  46655.3,    0.738,  6.104,8.39,7.354,2304.142,0.02,6.46,  32.4920, 1523.836,  49745.3,    84.17, 17 Jul 2024, 22:00:00, 777, 0
HCEP03730715,07/17/2024 23:00:00,  21.9006,  46664.9,    0.740,  6.106,8.39,7.326,2302.112,0.02,6.09,  32.4946, 1523.856,  49748.6,    84.21, 17 Jul 2024, 23:00:00, 778, 0
HCEP03730715,07/18/2024 00:00:00,  21.9033,  46670.6,    0.742,  6.130,8.39,7.338,2298.612,0.02,6.33,  32.4971, 1523.866,  49751.9,    84.54, 18 Jul 2024, 00:00:00, 779, 0
HCEP03730715,07/18/2024 01:00:00,  21.8994,  46670.6,    0.748,  6.121,8.38,7.317,2303.453,0.02,6.46,  32.5000, 1523.859,  49756.1,    84.42, 18 Jul 2024, 01:00:00, 780, 0
HCEP03730715,07/18/2024 02:00:00,  21.8921,  46666.9,    0.752,  6.165,8.38,7.326,2297.961,0.02,7.11,  32.5026, 1523.843,  49759.9,    85.01, 18 Jul 2024, 02:00:00, 781, 0
HCEP03730715,07/18/2024 03:00:00,  21.8854,  46664.2,    0.750,  6.147,8.38,7.303,2300.901,0.02,5.64,  32.5055, 1523.828,  49764.1,    84.76, 18 Jul 2024, 03:00:00, 782, 0
HCEP03730715,07/18/2024 04:00:00,  21.8792,  46661.9,    0.753,  6.166,8.38,7.320,2299.952,0.02,6.33,  32.5084, 1523.815,  49768.3,    85.00, 18 Jul 2024, 04:00:00, 783, 0
HCEP03730715,07/18/2024 05:00:00,  21.8732,  46659.5,    0.757,  6.175,8.38,7.294,2300.808,0.02,6.51,  32.5110, 1523.802,  49772.1,    85.12, 18 Jul 2024, 05:00:00, 784, 0
HCEP03730715,07/18/2024 06:00:00,  21.8681,  46657.9,    0.761,  6.172,8.38,7.310,2301.572,0.02,6.09,  32.5136, 1523.791,  49775.8,    85.08, 18 Jul 2024, 06:00:00, 785, 0
HCEP03730715,07/18/2024 07:00:00,  21.8653,  46658.5,    0.765,  6.182,8.37,7.282,2299.132,0.02,5.99,  32.5162, 1523.786,  49779.4,    85.21, 18 Jul 2024, 07:00:00, 786, 0
HCEP03730715,07/18/2024 08:00:00,  21.8660,  46662.2,    0.765,  6.201,8.37,7.297,2297.309,0.02,6.99,  32.5185, 1523.791,  49782.6,    85.48, 18 Jul 2024, 08:00:00, 787, 0
HCEP03730715,07/18/2024 09:00:00,  21.8697,  46669.1,    0.765,  6.193,8.37,7.272,2296.546,0.02,6.09,  32.5212, 1523.804,  49786.1,    85.37, 18 Jul 2024, 09:00:00, 788, 0
HCEP03730715,07/18/2024 10:00:00,  21.8764,  46678.5,    0.768,  6.219,8.37,7.296,2297.700,0.02,6.64,  32.5234, 1523.824,  49788.9,    85.74, 18 Jul 2024, 10:00:00, 789, 0
HCEP03730715,07/18/2024 11:00:00,  21.8851,  46689.8,    0.768,  6.194,8.37,7.274,2298.089,0.02,5.79,  32.5257, 1523.850,  49791.7,    85.40, 18 Jul 2024, 11:00:00, 790, 0
HCEP03730715,07/18/2024 12:00:00,  21.8968,  46704.1,    0.766,  6.190,8.37,7.286,2295.243,0.02,5.64,  32.5281, 1523.883,  49794.6,    85.38, 18 Jul 2024, 12:00:00, 791, 0
HCEP03730715,07/18/2024 13:00:00,  21.9083,  46718.4,    0.766,  6.193,8.36,7.256,2294.685,0.02,6.04,  32.5306, 1523.916,  49797.6,    85.43, 18 Jul 2024, 13:00:00, 792, 0
HCEP03730715,07/18/2024 14:00:00,  21.9249,  46737.3,    0.763,  6.200,8.36,7.276,2295.374,0.02,6.18,  32.5329, 1523.963,  49800.2,    85.55, 18 Jul 2024, 14:00:00, 793, 0
HCEP03730715,07/18/2024 15:00:00,  21.9406,  46756.0,    0.759,  6.213,8.36,7.164,2195.421,0.02,4.97,  32.5356, 1524.007,  49803.3,    85.76, 18 Jul 2024, 15:00:00, 794, 0
HCEP03730715,07/18/2024 16:00:00,  21.9575,  46775.2,    0.756,  6.191,8.36,7.198,2199.033,0.02,7.52,  32.5378, 1524.054,  49805.8,    85.48, 18 Jul 2024, 16:00:00, 795, 0
HCEP03730715,07/18/2024 17:00:00,  21.9739,  46794.0,    0.752,  6.181,8.36,7.169,2200.871,0.02,4.73,  32.5402, 1524.100,  49808.5,    85.38, 18 Jul 2024, 17:00:00, 796, 0
HCEP03730715,07/18/2024 18:00:00,  21.9894,  46812.1,    0.751,  6.197,8.35,7.175,2194.511,0.02,5.89,  32.5427, 1524.144,  49811.4,    85.62, 18 Jul 2024, 18:00:00, 797, 0
HCEP03730715,07/18/2024 19:00:00,  22.0007,  46826.5,    0.753,  6.193,8.35,7.145,2194.583,0.02,5.69,  32.5454, 1524.177,  49814.7,    85.59, 18 Jul 2024, 19:00:00, 798, 0
HCEP03730715,07/18/2024 20:00:00,  22.0070,  46836.1,    0.753,  6.185,8.35,7.158,2191.434,0.02,6.18,  32.5481, 1524.196,  49818.2,    85.49, 18 Jul 2024, 20:00:00, 799, 0
HCEP03730715,07/18/2024 21:00:00,  22.0101,  46842.5,    0.759,  6.190,8.35,7.123,2189.505,0.02,6.46,  32.5508, 1524.208,  49821.7,    85.56, 18 Jul 2024, 21:00:00, 800, 0
HCEP03730715,07/18/2024 22:00:00,  22.0080,  46844.2,    0.766,  6.164,8.35,7.146,2190.161,0.02,7.11,  32.5536, 1524.206,  49825.7,    85.19, 18 Jul 2024, 22:00:00, 801, 0
HCEP03730715,07/18/2024 23:00:00,  22.0027,  46843.0,    0.771,  6.181,8.35,7.117,2192.142,0.02,4.34,  32.5567, 1524.195,  49830.1,    85.43, 18 Jul 2024, 23:00:00, 802, 0
HCEP03730715,07/19/2024 00:00:00,  21.9945,  46838.8,    0.774,  6.171,8.35,7.127,2191.032,0.02,6.14,  32.5596, 1524.176,  49834.4,    85.28, 19 Jul 2024, 00:00:00, 803, 0
HCEP03730715,07/19/2024 01:00:00,  21.9827,  46831.4,    0.779,  6.173,8.34,7.100,2190.667,0.01,3.99,  32.5627, 1524.149,  49839.0,    85.29, 19 Jul 2024, 01:00:00, 804, 0
HCEP03730715,07/19/2024 02:00:00,  21.9676,  46821.4,    0.778,  6.176,8.34,7.123,2192.234,0.02,5.53,  32.5662, 1524.113,  49844.3,    85.31, 19 Jul 2024, 02:00:00, 805, 0
HCEP03730715,07/19/2024 03:00:00,  21.9505,  46808.5,    0.778,  6.185,8.34,7.096,2189.321,0.02,5.48,  32.5691, 1524.071,  49848.8,    85.40, 19 Jul 2024, 03:00:00, 806, 0
HCEP03730715,07/19/2024 04:00:00,  21.9293,  46792.1,    0.783,  6.213,8.34,7.119,2191.433,0.02,5.42,  32.5722, 1524.018,  49853.8,    85.77, 19 Jul 2024, 04:00:00, 807, 0
HCEP03730715,07/19/2024 05:00:00,  21.9053,  46772.8,    0.786,  6.205,8.34,7.091,2190.867,0.02,4.34,  32.5752, 1523.958,  49858.7,    85.62, 19 Jul 2024, 05:00:00, 808, 0
HCEP03730715,07/19/2024 06:00:00,  21.8786,  46751.6,    0.789,  6.214,8.34,7.102,2191.141,0.02,5.09,  32.5787, 1523.891,  49864.5,    85.70, 19 Jul 2024, 06:00:00, 809, 0
HCEP03730715,07/19/2024 07:00:00,  21.8535,  46730.9,    0.793,  6.206,8.34,7.094,2196.258,0.01,3.16,  32.5815, 1523.828,  49869.1,    85.56, 19 Jul 2024, 07:00:00, 810, 0
HCEP03730715,07/19/2024 08:00:00,  21.8359,  46717.9,    0.798,  6.230,8.34,7.102,2191.414,0.01,5.15,  32.5846, 1523.785,  49874.0,    85.86, 19 Jul 2024, 08:00:00, 811, 0
HCEP03730715,07/19/2024 09:00:00,  21.8256,  46711.7,    0.801,  6.230,8.33,7.083,2193.124,0.02,3.07,  32.5876, 1523.760,  49878.4,    85.84, 19 Jul 2024, 09:00:00, 812, 0
HCEP03730715,07/19/2024 10:00:00,  21.8221,  46711.9,    0.802,  6.230,8.33,7.145,2192.141,0.02,3.52,  32.5904, 1523.754,  49882.4,    85.84, 19 Jul 2024, 10:00:00, 813, 0
HCEP03730715,07/19/2024 11:00:00,  21.8273,  46720.8,    0.804,  6.241,8.33,7.107,2185.464,0.02,3.60,  32.5933, 1523.771,  49886.2,    86.00, 19 Jul 2024, 11:00:00, 814, 0
HCEP03730715,07/19/2024 12:00:00,  21.8331,  46728.7,    0.804,  6.232,8.33,7.128,2187.865,0.02,4.34,  32.5951, 1523.789,  49888.5,    85.89, 19 Jul 2024, 12:00:00, 815, 0
HCEP03730715,07/19/2024 13:00:00,  21.8390,  46738.6,    0.806,  6.238,8.33,7.108,2189.538,0.02,3.60,  32.5985, 1523.808,  49892.9,    85.99, 19 Jul 2024, 13:00:00, 816, 0
HCEP03730715,07/19/2024 14:00:00,  21.8521,  46753.8,    0.805,  6.241,8.33,7.116,2185.864,0.02,4.13,  32.6005, 1523.845,  49895.1,    86.04, 19 Jul 2024, 14:00:00, 817, 0
HCEP03730715,07/19/2024 15:00:00,  21.8661,  46770.6,    0.801,  6.228,8.33,7.085,2184.700,0.01,2.87,  32.6030, 1523.885,  49898.1,    85.88, 19 Jul 2024, 15:00:00, 818, 0
HCEP03730715,07/19/2024 16:00:00,  21.8805,  46787.8,    0.796,  6.220,8.33,7.108,2182.901,0.02,3.95,  32.6057, 1523.926,  49901.2,    85.81, 19 Jul 2024, 16:00:00, 819, 0
HCEP03730715,07/19/2024 17:00:00,  21.8973,  46807.6,    0.790,  6.234,8.32,7.078,2183.447,0.01,4.67,  32.6084, 1523.973,  49904.4,    86.02, 19 Jul 2024, 17:00:00, 820, 0
HCEP03730715,07/19/2024 18:00:00,  21.9179,  46830.1,    0.787,  6.215,8.32,7.099,2181.685,0.01,4.94,  32.6104, 1524.030,  49906.4,    85.80, 19 Jul 2024, 18:00:00, 821, 0
HCEP03730715,07/19/2024 19:00:00,  21.9399,  46854.3,    0.783,  6.212,8.32,7.063,2180.413,0.02,4.20,  32.6127, 1524.091,  49908.8,    85.78, 19 Jul 2024, 19:00:00, 822, 0
HCEP03730715,07/19/2024 20:00:00,  21.9583,  46874.7,    0.782,  6.212,8.32,7.075,2180.833,0.02,6.06,  32.6147, 1524.142,  49911.0,    85.82, 19 Jul 2024, 20:00:00, 823, 0
HCEP03730715,07/19/2024 21:00:00,  21.9735,  46893.0,    0.783,  6.196,8.32,7.038,2176.638,0.02,5.74,  32.6176, 1524.185,  49914.3,    85.62, 19 Jul 2024, 21:00:00, 824, 0
HCEP03730715,07/19/2024 22:00:00,  21.9851,  46906.8,    0.784,  6.210,8.32,7.069,2179.615,0.01,5.42,  32.6196, 1524.218,  49916.7,    85.83, 19 Jul 2024, 22:00:00, 825, 0
HCEP03730715,07/19/2024 23:00:00,  21.9886,  46913.9,    0.786,  6.198,8.32,7.035,2178.961,0.02,5.61,  32.6224, 1524.230,  49920.5,    85.67, 19 Jul 2024, 23:00:00, 826, 0
HCEP03730715,07/20/2024 00:00:00,  21.9893,  46917.7,    0.785,  6.199,8.31,7.053,2178.219,0.02,6.69,  32.6249, 1524.235,  49923.9,    85.69, 20 Jul 2024, 00:00:00, 827, 0
HCEP03730715,07/20/2024 01:00:00,  21.9860,  46918.0,    0.786,  6.200,8.31,7.033,2182.740,0.02,5.72,  32.6276, 1524.229,  49927.6,    85.70, 20 Jul 2024, 01:00:00, 828, 0
HCEP03730715,07/20/2024 02:00:00,  21.9795,  46915.1,    0.784,  6.203,8.31,7.044,2176.875,0.01,5.56,  32.6303, 1524.215,  49931.5,    85.73, 20 Jul 2024, 02:00:00, 829, 0
HCEP03730715,07/20/2024 03:00:00,  21.9691,  46909.2,    0.785,  6.200,8.31,7.013,2179.396,0.01,4.27,  32.6335, 1524.191,  49936.2,    85.68, 20 Jul 2024, 03:00:00, 830, 0
HCEP03730715,07/20/2024 04:00:00,  21.9560,  46900.1,    0.784,  6.206,8.31,7.031,2178.563,0.02,6.21,  32.6363, 1524.159,  49940.5,    85.74, 20 Jul 2024, 04:00:00, 831, 0
HCEP03730715,07/20/2024 05:00:00,  21.9386,  46887.2,    0.785,  6.206,8.31,7.014,2180.122,0.02,4.13,  32.6394, 1524.117,  49945.3,    85.72, 20 Jul 2024, 05:00:00, 832, 0
HCEP03730715,07/20/2024 06:00:00,  21.9190,  46871.7,    0.786,  6.216,8.31,7.026,2179.233,0.02,5.26,  32.6420, 1524.068,  49949.6,    85.83, 20 Jul 2024, 06:00:00, 833, 0
HCEP03730715,07/20/2024 07:00:00,  21.9002,  46857.9,    0.784,  6.213,8.30,7.011,2183.629,0.02,5.17,  32.6454, 1524.022,  49954.8,    85.76, 20 Jul 2024, 07:00:00, 834, 0
HCEP03730715,07/20/2024 08:00:00,  21.8870,  46848.9,    0.787,  6.178,8.30,7.023,2181.123,0.02,5.45,  32.6484, 1523.990,  49959.3,    85.25, 20 Jul 2024, 08:00:00, 835, 0
HCEP03730715,07/20/2024 09:00:00,  21.8811,  46846.7,    0.788,  6.194,8.30,6.994,2179.177,0.01,3.47,  32.6511, 1523.977,  49963.3,    85.47, 20 Jul 2024, 09:00:00, 836, 0
HCEP03730715,07/20/2024 10:00:00,  21.8816,  46850.5,    0.787,  6.205,8.30,7.012,2177.963,0.01,5.53,  32.6536, 1523.982,  49966.7,    85.62, 20 Jul 2024, 10:00:00, 837, 0
HCEP03730715,07/20/2024 11:00:00,  21.8888,  46860.7,    0.785,  6.202,8.30,6.993,2179.996,0.02,4.73,  32.6562, 1524.003,  49970.0,    85.59, 20 Jul 2024, 11:00:00, 838, 0
HCEP03730715,07/20/2024 12:00:00,  21.9044,  46878.6,    0.779,  6.195,8.30,7.008,2179.905,0.02,4.31,  32.6584, 1524.047,  49972.5,    85.52, 20 Jul 2024, 12:00:00, 839, 0
HCEP03730715,07/20/2024 13:00:00,  21.9293,  46905.5,    0.776,  6.195,8.30,6.975,2175.167,0.01,4.54,  32.6606, 1524.115,  49974.6,    85.56, 20 Jul 2024, 13:00:00, 840, 0
HCEP03730715,07/20/2024 14:00:00,  21.9531,  46931.6,    0.773,  6.192,8.30,7.000,2177.854,0.02,5.17,  32.6630, 1524.181,  49977.1,    85.55, 20 Jul 2024, 14:00:00, 841, 0
HCEP03730715,07/20/2024 15:00:00,  21.9609,  46941.6,    0.767,  6.182,8.30,6.965,2175.839,0.02,4.76,  32.6650, 1524.203,  49979.5,    85.43, 20 Jul 2024, 15:00:00, 842, 0
HCEP03730715,07/20/2024 16:00:00,  21.9874,  46970.7,    0.763,  6.186,8.29,6.987,2174.208,0.01,5.87,  32.6676, 1524.276,  49982.2,    85.52, 20 Jul 2024, 16:00:00, 843, 0
HCEP03730715,07/20/2024 17:00:00,  22.0128,  46998.5,    0.756,  6.181,8.29,6.964,2175.023,0.01,4.67,  32.6701, 1524.346,  49984.8,    85.50, 20 Jul 2024, 17:00:00, 844, 0
HCEP03730715,07/20/2024 18:00:00,  22.0340,  47021.6,    0.750,  6.186,8.29,6.981,2176.075,0.02,4.97,  32.6721, 1524.404,  49986.8,    85.59, 20 Jul 2024, 18:00:00, 845, 0
HCEP03730715,07/20/2024 19:00:00,  22.0495,  47039.7,    0.748,  6.175,8.29,6.947,2171.651,0.01,5.42,  32.6745, 1524.448,  49989.6,    85.47, 20 Jul 2024, 19:00:00, 846, 0
HCEP03730715,07/20/2024 20:00:00,  22.0598,  47053.0,    0.747,  6.160,8.29,6.965,2169.060,0.02,6.06,  32.6771, 1524.477,  49992.8,    85.28, 20 Jul 2024, 20:00:00, 847, 0
HCEP03730715,07/20/2024 21:00:00,  22.0687,  47065.0,    0.746,  6.163,8.29,6.941,2170.401,0.02,6.37,  32.6798, 1524.504,  49996.1,    85.34, 20 Jul 2024, 21:00:00, 848, 0
